# grid point, weight
-0.9988664044200710,0.0029086225531539
-0.9940319694320903,0.0067597991957443
-0.9853540840480057,0.0105905483836509
-0.9728643851066916,0.0143808227614852
-0.9566109552428081,0.0181155607134910
-0.9366566189448780,0.0217802431701249
-0.9130785566557922,0.0253606735700117
-0.8859679795236131,0.0288429935805349
-0.8554297694299458,0.0322137282235785
-0.8215820708593360,0.0354598356151477
-0.7845558329003994,0.0385687566125868
-0.7444943022260682,0.0415284630901482
-0.7015524687068220,0.0443275043388040
-0.6558964656854387,0.0469550513039497
-0.6077029271849508,0.0494009384494674
-0.5571583045146500,0.0516557030695802
-0.5044581449074639,0.0537106218889966
-0.4498063349740389,0.0555577448062119
-0.3934143118975648,0.0571899256477292
-0.3355002454194371,0.0586008498132220
-0.2762881937795325,0.0597850587042643
-0.2160072368760417,0.0607379708417683
-0.1548905899981456,0.0614558995903167
-0.0931747015600861,0.0619360674206839
-0.0310983383271892,0.0621766166553466
0.0310983383271892,0.0621766166553469
0.0931747015600860,0.0619360674206829
0.1548905899981460,0.0614558995903162
0.2160072368760421,0.0607379708417694
0.2762881937795325,0.0597850587042661
0.3355002454194373,0.0586008498132227
0.3934143118975651,0.0571899256477282
0.4498063349740389,0.0555577448062126
0.5044581449074641,0.0537106218889965
0.5571583045146500,0.0516557030695809
0.6077029271849503,0.0494009384494671
0.6558964656854394,0.0469550513039486
0.7015524687068222,0.0443275043388036
0.7444943022260684,0.0415284630901476
0.7845558329003993,0.0385687566125877
0.8215820708593359,0.0354598356151467
0.8554297694299460,0.0322137282235779
0.8859679795236129,0.0288429935805352
0.9130785566557919,0.0253606735700126
0.9366566189448780,0.0217802431701247
0.9566109552428078,0.0181155607134896
0.9728643851066920,0.0143808227614853
0.9853540840480058,0.0105905483836509
0.9940319694320907,0.0067597991957454
0.9988664044200710,0.0029086225531551
